Date,Close
2023-06-26,15575.25390625
2023-06-27,15088.52734375
2023-07-03,15234.544921875
2023-07-04,15064.19140625
2023-07-05,15088.52734375
2023-07-06,15575.25390625
2023-07-07,15745.6083984375
2023-07-10,15915.962890625
2023-07-11,17230.126953125
2023-07-12,17035.435546875
2023-07-13,17522.16015625
2023-07-14,18300.921875
2023-07-17,18203.578125
2023-07-18,18106.232421875
2023-07-20,18203.578125
2023-07-21,18227.9140625
2023-07-24,19128.357421875
2023-07-25,20247.830078125
2023-07-26,20418.18359375
2023-07-27,20150.484375
2023-07-28,19298.712890625
2023-07-31,19323.048828125
2023-08-01,18884.994140625
2023-08-02,18154.904296875
2023-08-03,17814.197265625
2023-08-04,17181.453125
2023-08-07,16913.751953125
2023-08-08,16962.423828125
2023-08-09,16986.76171875
2023-08-10,17595.169921875
2023-08-11,17278.798828125
2023-08-14,17108.44140625
2023-08-15,17278.798828125
2023-08-16,17278.798828125
2023-08-18,17327.46875
2023-08-21,18081.89453125
2023-08-22,18081.89453125
2023-08-23,18300.921875
2023-08-24,18300.921875
2023-08-25,18106.232421875
2023-08-28,18276.5859375
2023-08-29,18300.921875
2023-08-30,18276.5859375
2023-08-31,18276.5859375
2023-09-01,18300.921875
2023-09-04,18300.921875
2023-09-05,18300.921875
2023-09-06,18398.267578125
2023-09-07,18471.27734375
2023-09-08,18422.60546875
2023-09-11,18398.267578125
2023-09-12,17960.212890625
2023-09-13,18008.88671875
2023-09-14,18811.986328125
2023-09-15,18714.640625
2023-09-18,18787.6484375
2023-09-19,18398.267578125
2023-09-20,18398.267578125
2023-09-21,18544.28515625
2023-09-22,18544.28515625
2023-09-25,18544.28515625
2023-09-26,18373.931640625
2023-09-27,18544.28515625
2023-09-29,18373.931640625
2023-10-02,18227.9140625
2023-10-03,17741.1875
2023-10-04,17692.515625
2023-10-05,17838.533203125
2023-10-06,17838.533203125
2023-10-09,17911.541015625
2023-10-10,17984.55078125
2023-10-11,18033.22265625
2023-10-12,18057.55859375
2023-10-13,18057.55859375
2023-10-16,18203.578125
2023-10-17,19031.01171875
2023-10-18,19469.06640625
2023-10-19,19396.05859375
2023-10-20,19225.703125
2023-10-23,18300.921875
2023-10-24,18519.951171875
2023-10-25,18738.9765625
2023-10-26,18690.302734375
2023-10-27,18495.61328125
2023-10-30,17862.869140625
2023-10-31,17741.1875
2023-11-01,17692.515625
2023-11-02,18008.88671875
2023-11-03,18179.240234375
2023-11-06,18203.578125
2023-11-07,18276.5859375
2023-11-08,18276.5859375
2023-11-09,18154.904296875
2023-11-10,18349.595703125
2023-11-13,18665.96875
2023-11-14,18690.302734375
2023-11-15,18203.578125
2023-11-16,18568.623046875
2023-11-17,18641.630859375
2023-11-20,18933.666015625
2023-11-21,19079.685546875
2023-11-22,18884.994140625
2023-11-23,18884.994140625
2023-11-24,18884.994140625
2023-11-27,18884.994140625
2023-11-28,18811.986328125
2023-11-29,18763.314453125
2023-11-30,18763.314453125
2023-12-01,18738.9765625
2023-12-04,18690.302734375
2023-12-05,18665.96875
2023-12-06,18495.61328125
2023-12-07,18495.61328125
2023-12-08,18495.61328125
2023-12-11,18471.27734375
2023-12-12,18471.27734375
2023-12-13,18495.61328125
2023-12-14,18495.61328125
2023-12-15,18982.33984375
2023-12-18,18719.033203125
2023-12-19,18916.076171875
2023-12-20,19187.009765625
2023-12-21,19236.26953125
2023-12-22,19211.638671875
2023-12-27,19014.59765625
2023-12-28,19531.83203125
2023-12-29,19605.724609375
2024-01-02,19654.986328125
2024-01-03,19310.16015625
2024-01-04,19236.26953125
2024-01-05,19605.724609375
2024-01-08,19482.57421875
2024-01-09,19605.724609375
2024-01-10,19531.83203125
2024-01-11,19457.94140625
2024-01-12,19408.681640625
2024-01-15,19457.94140625
2024-01-16,19482.57421875
2024-01-17,19384.05078125
2024-01-18,19531.83203125
2024-01-19,19531.83203125
2024-01-22,19507.203125
2024-01-23,19507.203125
2024-01-24,19408.681640625
2024-01-25,19260.900390625
2024-01-26,19408.681640625
2024-01-29,19408.681640625
2024-01-30,19408.681640625
2024-01-31,19408.681640625
2024-02-01,19433.3125
2024-02-02,19457.94140625
2024-02-05,19408.681640625
2024-02-06,19384.05078125
2024-02-07,19384.05078125
2024-02-12,19408.681640625
2024-02-13,19384.05078125
2024-02-15,19408.681640625
2024-02-16,19236.26953125
2024-02-19,19310.16015625
2024-02-20,18719.033203125
2024-02-21,19310.16015625
2024-02-22,19211.638671875
2024-02-23,19260.900390625
2024-02-26,19088.48828125
2024-02-27,19187.009765625
2024-02-28,19187.009765625
2024-02-29,19211.638671875
2024-03-01,19211.638671875
2024-03-04,19162.37890625
2024-03-05,19137.748046875
2024-03-06,19113.1171875
2024-03-07,19039.2265625
2024-03-08,19211.638671875
2024-03-13,19187.009765625
2024-03-14,19211.638671875
2024-03-15,19113.1171875
2024-03-18,19113.1171875
2024-03-19,19113.1171875
2024-03-20,19162.37890625
2024-03-21,19162.37890625
2024-03-22,19187.009765625
2024-03-25,18743.6640625
2024-03-26,18965.3359375
2024-03-27,18669.7734375
2024-03-28,18719.033203125
2024-04-01,18768.294921875
2024-04-02,18817.552734375
2024-04-03,18743.6640625
2024-04-04,18768.294921875
2024-04-05,18521.990234375
2024-04-16,18792.923828125
2024-04-17,18694.40234375
2024-04-18,18792.923828125
2024-04-19,18817.552734375
2024-04-22,18645.140625
2024-04-23,18226.42578125
2024-04-24,18768.294921875
2024-04-25,18743.6640625
2024-04-26,18595.8828125
2024-04-29,18719.033203125
2024-04-30,18669.7734375
2024-05-02,18719.033203125
2024-05-03,18817.552734375
2024-05-06,18743.6640625
2024-05-07,18768.294921875
2024-05-08,18620.51171875
2024-05-13,18719.033203125
2024-05-14,18719.033203125
2024-05-15,18595.8828125
2024-05-16,18595.8828125
2024-05-17,18669.7734375
2024-05-20,18595.8828125
2024-05-21,18448.099609375
2024-05-22,18374.208984375
2024-05-27,18349.578125
2024-05-28,18324.947265625
2024-05-29,18078.64453125
2024-05-30,17930.86328125
2024-05-31,17709.19140625
2024-06-03,17733.8203125
2024-06-04,17586.0390625
2024-06-05,17610.669921875
2024-06-06,17536.779296875
2024-06-07,17536.779296875
2024-06-10,17512.146484375
2024-06-11,17438.2578125
2024-06-12,17216.583984375
2024-06-13,17044.171875
2024-06-14,17019.541015625
2024-06-19,17142.693359375
2024-06-20,17536.779296875
2024-06-21,14950.595703125
2024-06-24,14950.595703125
2024-06-25,14950.595703125
2024-06-26,14975.2265625
2024-06-27,15123.0078125
2024-06-28,15541.7236328125
2024-07-01,16058.9599609375
2024-07-02,17290.4765625
2024-07-03,18965.3359375
2024-07-04,18694.40234375
2024-07-05,18571.25
2024-07-08,18518.015625
2024-07-09,18493.19140625
2024-07-10,18319.431640625
2024-07-11,18518.015625
2024-07-12,18220.138671875
2024-07-15,17847.79296875
2024-07-16,17822.96875
2024-07-17,18071.19921875
2024-07-18,17798.146484375
2024-07-19,17822.96875
2024-07-22,17376.154296875
2024-07-23,17301.685546875
2024-07-24,17152.74609375
2024-07-25,17376.154296875
2024-07-26,17177.568359375
2024-07-29,17078.27734375
2024-07-30,17078.27734375
2024-07-31,16929.337890625
2024-08-01,16904.515625
2024-08-02,16879.69140625
2024-08-05,16681.107421875
2024-08-06,16755.576171875
2024-08-07,17301.685546875
2024-08-08,17326.5078125
2024-08-09,17326.5078125
2024-08-12,17078.27734375
2024-08-13,17276.861328125
2024-08-14,17252.0390625
2024-08-15,17301.685546875
2024-08-16,16904.515625
2024-08-19,16954.162109375
2024-08-20,16879.69140625
2024-08-21,16854.869140625
2024-08-22,16879.69140625
2024-08-23,16755.576171875
2024-08-26,16656.28515625
2024-08-27,16532.169921875
2024-08-28,17103.099609375
2024-08-29,16755.576171875
2024-08-30,16581.81640625
2024-09-02,16681.107421875
2024-09-03,16532.169921875
2024-09-04,16656.28515625
2024-09-05,16656.28515625
2024-09-06,16631.4609375
2024-09-09,16432.876953125
2024-09-10,16482.5234375
2024-09-11,16383.23046875
2024-09-12,16457.69921875
2024-09-13,16383.23046875
2024-09-17,16408.0546875
2024-09-18,16408.0546875
2024-09-19,16408.0546875
2024-09-20,16432.876953125
2024-09-23,16358.408203125
2024-09-24,16358.408203125
2024-09-25,16482.5234375
2024-09-26,16482.5234375
2024-09-27,17103.099609375
2024-09-30,16184.646484375
2024-10-01,16532.169921875
2024-10-02,16805.22265625
2024-10-03,16581.81640625
2024-10-04,16383.23046875
2024-10-07,16457.69921875
2024-10-08,16432.876953125
2024-10-09,16333.5849609375
2024-10-10,16333.5849609375
2024-10-11,16581.81640625
2024-10-14,16606.638671875
2024-10-15,16730.75390625
2024-10-16,16805.22265625
2024-10-17,17003.80859375
2024-10-18,17053.453125
2024-10-21,17053.453125
2024-10-22,17078.27734375
2024-10-23,17003.80859375
2024-10-24,17053.453125
2024-10-25,16978.984375
2024-10-28,17053.453125
2024-10-29,16978.984375
2024-10-30,17028.630859375
2024-10-31,17078.27734375
2024-11-01,17103.099609375
2024-11-04,17078.27734375
2024-11-05,17078.27734375
2024-11-06,17078.27734375
2024-11-07,17549.916015625
2024-11-08,17599.5625
2024-11-11,17624.384765625
2024-11-12,17674.03125
2024-11-13,17773.322265625
2024-11-14,17798.146484375
2024-11-15,17872.615234375
2024-11-18,17872.615234375
2024-11-19,17872.615234375
2024-11-20,17872.615234375
2024-11-21,18865.5390625
2024-11-22,18840.71484375
2024-11-25,19560.583984375
2024-11-26,19461.29296875
2024-11-28,19436.46875
2024-11-29,19436.46875
2024-12-02,19461.29296875
2024-12-03,19560.583984375
2024-12-04,19659.876953125
2024-12-05,19659.876953125
2024-12-06,19709.5234375
2024-12-09,19759.169921875
2024-12-10,19858.4609375
2024-12-11,20553.5078125
2024-12-12,20553.5078125
2024-12-13,20156.337890625
2024-12-16,20330.099609375
2024-12-17,20330.099609375
2024-12-18,20000.0
2024-12-19,20300.0
2024-12-20,20375.0
2024-12-23,20325.0
2024-12-24,20350.0
2024-12-27,20200.0
2024-12-30,20250.0
2025-01-02,20675.0
2025-01-03,20625.0
2025-01-06,20050.0
2025-01-07,20050.0
2025-01-08,20050.0
2025-01-09,20250.0
2025-01-10,20600.0
2025-01-13,20625.0
2025-01-14,20375.0
2025-01-15,20500.0
2025-01-16,20475.0
2025-01-17,20500.0
2025-01-20,20400.0
2025-01-21,20400.0
2025-01-22,20375.0
2025-01-23,20400.0
2025-01-24,20425.0
2025-01-30,20400.0
2025-01-31,20425.0
2025-02-03,20300.0
2025-02-04,20350.0
2025-02-05,20375.0
2025-02-06,20375.0
2025-02-07,20400.0
2025-02-10,20100.0
2025-02-11,20150.0
2025-02-12,20200.0
2025-02-13,20200.0
2025-02-14,20225.0
2025-02-17,20075.0
2025-02-18,20025.0
2025-02-19,20100.0
