Date,Close
2023-06-26,8522.4228515625
2023-06-27,8592.85546875
2023-07-03,8522.4228515625
2023-07-04,8498.9443359375
2023-07-05,8498.9443359375
2023-07-06,8522.4228515625
2023-07-07,8475.466796875
2023-07-10,8498.9443359375
2023-07-11,8475.466796875
2023-07-12,8616.3330078125
2023-07-13,8569.3779296875
2023-07-14,8639.8115234375
2023-07-17,8616.3330078125
2023-07-18,8592.85546875
2023-07-20,8592.85546875
2023-07-21,8592.85546875
2023-07-24,8545.900390625
2023-07-25,8592.85546875
2023-07-26,8780.677734375
2023-07-27,8663.2890625
2023-07-28,8569.3779296875
2023-07-31,8569.3779296875
2023-08-01,8569.3779296875
2023-08-02,8639.8115234375
2023-08-03,8686.7666015625
2023-08-04,8592.85546875
2023-08-07,8710.244140625
2023-08-08,8639.8115234375
2023-08-09,8827.6337890625
2023-08-10,8827.6337890625
2023-08-11,8827.6337890625
2023-08-14,8780.677734375
2023-08-15,8733.72265625
2023-08-16,8733.72265625
2023-08-18,8686.7666015625
2023-08-21,8616.3330078125
2023-08-22,8733.72265625
2023-08-23,8733.72265625
2023-08-24,8639.8115234375
2023-08-25,8710.244140625
2023-08-28,8639.8115234375
2023-08-29,8686.7666015625
2023-08-30,8639.8115234375
2023-08-31,8616.3330078125
2023-09-01,8663.2890625
2023-09-04,8663.2890625
2023-09-05,8663.2890625
2023-09-06,8592.85546875
2023-09-07,8616.3330078125
2023-09-08,8569.3779296875
2023-09-11,8569.3779296875
2023-09-12,8545.900390625
2023-09-13,8522.4228515625
2023-09-14,8545.900390625
2023-09-15,8451.9892578125
2023-09-18,8451.9892578125
2023-09-19,8522.4228515625
2023-09-20,8592.85546875
2023-09-21,8569.3779296875
2023-09-22,8522.4228515625
2023-09-25,8451.9892578125
2023-09-26,8405.033203125
2023-09-27,8334.6005859375
2023-09-29,8287.64453125
2023-10-02,8522.4228515625
2023-10-03,8639.8115234375
2023-10-04,8639.8115234375
2023-10-05,8522.4228515625
2023-10-06,8475.466796875
2023-10-09,8498.9443359375
2023-10-10,8381.5556640625
2023-10-11,8381.5556640625
2023-10-12,8498.9443359375
2023-10-13,8522.4228515625
2023-10-16,8545.900390625
2023-10-17,8405.033203125
2023-10-18,8311.123046875
2023-10-19,8217.2119140625
2023-10-20,8428.51171875
2023-10-23,8311.123046875
2023-10-24,8240.689453125
2023-10-25,8334.6005859375
2023-10-26,8193.7333984375
2023-10-27,8170.25634765625
2023-10-30,8311.123046875
2023-10-31,8217.2119140625
2023-11-01,8076.34619140625
2023-11-02,8311.123046875
2023-11-03,8358.078125
2023-11-06,8498.9443359375
2023-11-07,8428.51171875
2023-11-08,8451.9892578125
2023-11-09,8451.9892578125
2023-11-10,8287.64453125
2023-11-13,8334.6005859375
2023-11-14,8381.5556640625
2023-11-15,8498.9443359375
2023-11-16,8522.4228515625
2023-11-17,8522.4228515625
2023-11-20,8334.6005859375
2023-11-21,8240.689453125
2023-11-22,8334.6005859375
2023-11-23,8381.5556640625
2023-11-24,8381.5556640625
2023-11-27,8334.6005859375
2023-11-28,8334.6005859375
2023-11-29,8358.078125
2023-11-30,8428.51171875
2023-12-01,8405.033203125
2023-12-04,8421.546875
2023-12-05,8397.95703125
2023-12-06,8303.59765625
2023-12-07,8327.1875
2023-12-08,8256.41796875
2023-12-11,8256.41796875
2023-12-12,8209.2392578125
